Pathway	Gene_List
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1	CHUK,DHX9,IKBKB,IKBKG,MYD88,NFKB1,NFKB2,NFKBIA,NFKBIB,NKIRAS1,NKIRAS2,RELA,RIPK1,RIPK3,TICAM1,TLR3,ZBP1
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	CPLX1,PPFIA1,PPFIA2,PPFIA3,PPFIA4,RAB3A,RIMS1,SLC18A2,SNAP25,STX1A,STXBP1,SYN1,SYN2,SYN3,SYT1,TSPOAP1,UNC13B,VAMP2
REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION	AP2A1,AP2A2,AP2B1,AP2M1,AP2S1,ATP6V1H,CD8B
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	CGAS,DDX41,DTX4,IFI16,IRF3,MRE11,NLRC3,NLRP4,PRKDC,STAT6,STING1,TBK1,TREX1,TRIM21,XRCC5,XRCC6
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	CGAS,CHUK,CRCP,CREBBP,CTNNB1,DDX41,DHX36,DHX9,DTX4,EP300,IFI16,IKBKB,IKBKG,IRF3,IRF7,LRRFIP1,MRE11,MYD88,NFKB1,NFKB2,NFKBIA,NFKBIB,NKIRAS1,NKIRAS2,NLRC3,NLRP4,POLR1C,POLR1D,POLR2E,POLR2F,POLR2H,POLR2K,POLR2L,POLR3A,POLR3B,POLR3C,POLR3D,POLR3E,POLR3F,POLR3G,POLR3GL,POLR3H,POLR3K,PRKDC,RELA,RIPK1,RIPK3,RPS27A,STAT6,STING1,TBK1,TICAM1,TLR3,TREX1,TRIM21,TRIM32,TRIM56,UBA52,UBB,UBC,XRCC5,XRCC6,ZBP1
REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS	BCR,CNTRL,CPSF6,CUX1,FGFR1OP,FGFR1OP2,GAB2,GRB2,LRRFIP1,MYO18A,PIK3CA,PIK3R1,STAT1,STAT3,STAT5A,STAT5B,TRIM24,ZMYM2
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION	BAG4,BCR,CNTRL,CPSF6,CUX1,ERLIN2,FGF1,FGF17,FGF2,FGF20,FGF23,FGF4,FGF5,FGF6,FGF8,FGF9,FGFR1,FGFR1OP,FGFR1OP2,GAB2,GRB2,LRRFIP1,MYO18A,PIK3CA,PIK3R1,STAT1,STAT3,STAT5A,STAT5B,TRIM24,ZMYM2
REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION	FGF1,FGF10,FGF16,FGF17,FGF18,FGF2,FGF20,FGF22,FGF23,FGF3,FGF4,FGF5,FGF6,FGF7,FGF8,FGF9,FGFR2,GTF2F1,GTF2F2,NCBP1,NCBP2,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	ACSS2,ACTR1A,AHI1,AKAP9,ALAS1,ALMS1,APOO,APOOL,ARF4,ARL13B,ARL3,ARL6,ASAP1,ATAT1,ATF2,ATP5F1A,ATP5F1B,ATP5F1C,ATP5F1D,ATP5F1E,ATP5MC1,ATP5MC2,ATP5MC3,ATP5ME,ATP5MF,ATP5MG,ATP5PB,ATP5PD,ATP5PF,ATP5PO,B9D1,B9D2,BBIP1,BBS1,BBS10,BBS12,BBS2,BBS4,BBS5,BBS7,BBS9,C2CD3,CALM1,CAMK4,CARM1,CC2D2A,CCP110,CCT2,CCT3,CCT4,CCT5,CCT8,CDK1,CDK5RAP2,CENPJ,CEP131,CEP135,CEP152,CEP162,CEP164,CEP192,CEP250,CEP290,CEP41,CEP57,CEP63,CEP70,CEP72,CEP76,CEP78,CEP83,CEP89,CEP97,CETN2,CHCHD3,CHCHD6,CHD9,CKAP5,CLASP1,CLUAP1,CNGA2,CNGA4,CNGB1,CNTRL,CREB1,CREBBP,CRTC1,CRTC2,CRTC3,CSNK1D,CSNK1E,CYCS,CYS1,DCTN1,DCTN2,DCTN3,DMAC2L,DNAJC11,DYNC1H1,DYNC1I2,DYNC2H1,DYNC2LI1,DYNLL1,DYNLL2,DYNLRB1,DYNLRB2,ESRRA,EXOC1,EXOC2,EXOC3,EXOC4,EXOC5,EXOC6,EXOC7,EXOC8,FBF1,FGFR1OP,GABPA,GABPB1,GBF1,GLUD1,GLUD2,HAUS1,HAUS2,HAUS3,HAUS4,HAUS5,HAUS6,HAUS7,HAUS8,HCFC1,HDAC3,HDAC6,HELZ2,HSP90AA1,HSPA9,HSPB11,IDH2,IFT122,IFT140,IFT172,IFT20,IFT22,IFT27,IFT43,IFT46,IFT52,IFT57,IFT74,IFT80,IFT81,IFT88,IMMT,INPP5E,IQCB1,KIF17,KIF24,KIF3A,KIF3B,KIF3C,KIFAP3,LZTFL1,MAPK11,MAPK12,MAPK14,MAPRE1,MARK4,MCHR1,MED1,MEF2C,MEF2D,MICOS10,MICOS13,MKKS,MKS1,MT-ATP6,MT-ATP8,MTERF1,MTX1,MTX2,NCOA1,NCOA2,NCOA6,NCOR1,NDE1,NEDD1,NEK2,NINL,NPHP1,NPHP3,NPHP4,NR1D1,NRF1,ODF2,OFD1,PAFAH1B1,PCM1,PCNT,PDE6D,PERM1,PKD1,PKD2,PLK1,PLK4,POLG2,POLRMT,PPARA,PPARGC1A,PPARGC1B,PPP2R1A,PPRC1,PRKAA2,PRKAB1,PRKAB2,PRKACA,PRKAG1,PRKAG2,PRKAG3,PRKAR2B,RAB11A,RAB11FIP3,RAB3IP,RAB8A,RHO,RP2,RPGRIP1L,RXRA,SAMM50,SCLT1,SDCCAG8,SEPTIN2,SFI1,SIRT3,SIRT4,SIRT5,SMARCD3,SMO,SOD2,SSBP1,SSNA1,SSTR3,TBL1X,TBL1XR1,TCP1,TCTE3,TCTEX1D1,TCTEX1D2,TCTN1,TCTN2,TCTN3,TFAM,TFB1M,TFB2M,TGS1,TMEM11,TMEM216,TMEM67,TNPO1,TRAF3IP1,TRIP11,TTBK2,TTC21B,TTC26,TTC30A,TTC30B,TTC8,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA4B,TUBA8,TUBAL3,TUBB,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8,TUBB8B,TUBG1,TWNK,UNC119B,USP46,WDR19,WDR34,WDR35,WDR60,YWHAE,YWHAG
REACTOME_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL	IP6K1,IP6K3,IPPK,ITPK1,NUDT10,NUDT11,NUDT3,NUDT4,PPIP5K1,PPIP5K2
REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL	IMPA1,IMPA2,INPP1,INPP4A,INPP4B,INPP5A,INPP5B,INPP5J,ISYNA1,MIOX,MTMR7,MTMR9,OCRL,SYNJ1
REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL	CALM1,INPP5B,INPP5D,INPP5J,INPPL1,ITPK1,ITPKA,ITPKB,ITPKC,OCRL,PLCB1,PLCB2,PLCB3,PLCB4,PLCD1,PLCD3,PLCD4,PLCE1,PLCG1,PLCG2,PLCH1,PLCH2,PLCZ1,PLD4,PTEN,SYNJ1
REACTOME_ACTIVATION_OF_TRKA_RECEPTORS	ADCYAP1,ADCYAP1R1,ADORA2A,NGF,NTRK1,NTRK2
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION	ADCYAP1,ADCYAP1R1,ADORA2A,NTRK1,NTRK2
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	CCNA1,CCNA2,CCND1,CCNE1,CCNE2,CDK2,CDK4,CDKN1A,CDKN1B,CKS1B,CUL1,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSMF1,PTK6,RPS27A,SEM1,SKP1,SKP2,UBA52,UBB,UBC
REACTOME_CELLULAR_HEXOSE_TRANSPORT	FGF21,MFSD4B,SLC2A1,SLC2A10,SLC2A11,SLC2A12,SLC2A14,SLC2A2,SLC2A3,SLC2A4,SLC2A6,SLC2A7,SLC2A8,SLC2A9,SLC45A3,SLC50A1,SLC5A1,SLC5A10,SLC5A2,SLC5A4,SLC5A9
REACTOME_HEME_BIOSYNTHESIS	ABCG2,ALAD,ALAS1,ALAS2,ALB,COX10,COX15,CPOX,FECH,FLVCR1,HMBS,PPOX,UROD,UROS
REACTOME_HEME_DEGRADATION	ABCC1,ABCC2,ABCG2,ALB,BLVRA,BLVRB,FABP1,GSTA1,HMOX1,HMOX2,SLCO1B1,SLCO1B3,SLCO2B1,UGT1A4
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION	FGF1,FGF16,FGF17,FGF18,FGF2,FGF20,FGF23,FGF4,FGF5,FGF8,FGF9,FGFR3,GALNT3
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION	FGF1,FGF10,FGF16,FGF17,FGF18,FGF2,FGF20,FGF22,FGF23,FGF3,FGF4,FGF5,FGF6,FGF7,FGF8,FGF9,FGFBP1,FGFBP2,FGFBP3,FGFR2
REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION	FGF1,FGF10,FGF2,FGF22,FGF3,FGFR1
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION	FGF1,FGF17,FGF18,FGF20,FGF8,FGF9,FGFR3
REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION	ANOS1,FGF1,FGF17,FGF2,FGF20,FGF23,FGF4,FGF5,FGF6,FGF8,FGF9,FGFR1
REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION	FGF1,FGF10,FGF2,FGF22,FGF3,FGF7,FGFBP1,FGFBP2,FGFBP3,FGFR2
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE	GJA1,GJB2,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA4B,TUBA8,TUBAL3,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8,TUBB8B
REACTOME_PRE_NOTCH_PROCESSING_IN_THE_ENDOPLASMIC_RETICULUM	NOTCH1,NOTCH2,NOTCH3,NOTCH4,POFUT1,POGLUT1
REACTOME_DIGESTION_OF_DIETARY_LIPID	CEL,CLPS,LIPF,PNLIP,PNLIPRP1,PNLIPRP2,PNLIPRP3
REACTOME_ESTROGEN_BIOSYNTHESIS	AKR1B15,CYP19A1,HSD17B1,HSD17B11,HSD17B14,HSD17B2
REACTOME_P75NTR_SIGNALS_VIA_NF_KB	IKBKB,IRAK1,MYD88,NFKB1,NFKBIA,NGF,NGFR,PRKCI,RELA,RIPK2,RPS27A,SQSTM1,TRAF6,UBA52,UBB,UBC
REACTOME_P75NTR_NEGATIVELY_REGULATES_CELL_CYCLE_VIA_SC1	HDAC1,HDAC2,HDAC3,NGF,NGFR,PRDM4
REACTOME_P75NTR_REGULATES_AXONOGENESIS	ARHGDIA,LINGO1,MAG,MCF2,NGF,NGFR,OMG,RHOA,RTN4,RTN4R
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL	AKR1C1,AKR1C2,AKR1C3,AKR1C4,AKR1D1,CYP27A1,CYP7A1,CYP7B1,CYP8B1,HSD3B7,NCOA1,NCOA2,NR1H4,PTGIS,RXRA
REACTOME_MINERALOCORTICOID_BIOSYNTHESIS	CGA,CYP11B2,CYP21A2,HSD3B1,HSD3B2,LHB
REACTOME_GLUCOCORTICOID_BIOSYNTHESIS	CYP11B1,CYP11B2,CYP17A1,CYP21A2,HSD11B1,HSD11B2,HSD3B1,HSD3B2,POMC,SERPINA6
REACTOME_SIGNALING_BY_VEGF	AAMP,ABI1,ABI2,ACTB,ACTG1,AHCYL1,AKT1,AKT2,AKT3,AXL,BAIAP2,BCAR1,BRK1,CALM1,CAV1,CDC42,CDH5,CRK,CTNNA1,CTNNB1,CTNND1,CYBA,CYBB,CYFIP1,CYFIP2,DOCK1,ELMO1,ELMO2,FLT1,FLT4,FYN,HRAS,HSP90AA1,HSPB1,ITGAV,ITGB3,ITPR1,ITPR2,ITPR3,JUP,KDR,KRAS,MAPK11,MAPK12,MAPK13,MAPK14,MAPKAP1,MAPKAPK2,MAPKAPK3,MLST8,MTOR,NCF1,NCF2,NCF4,NCK1,NCK2,NCKAP1,NCKAP1L,NOS3,NRAS,NRP1,NRP2,PAK1,PAK2,PAK3,PDPK1,PGF,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PLCG1,PRKACA,PRKACB,PRKACG,PRKCA,PRKCB,PRKCD,PRKCZ,PRR5,PTK2,PTK2B,PXN,RAC1,RASA1,RHOA,RICTOR,ROCK1,ROCK2,SH2D2A,SHB,SHC2,SPHK1,SRC,THEM4,TRIB3,VAV1,VAV2,VAV3,VEGFA,VEGFB,VEGFC,VEGFD,WASF1,WASF2,WASF3
REACTOME_RHO_GTPASE_CYCLE	A2M,ABR,AC004151.1,AKAP13,ARAP1,ARAP2,ARAP3,ARHGAP1,ARHGAP10,ARHGAP11A,ARHGAP11B,ARHGAP12,ARHGAP15,ARHGAP17,ARHGAP18,ARHGAP19,ARHGAP20,ARHGAP21,ARHGAP22,ARHGAP23,ARHGAP24,ARHGAP25,ARHGAP26,ARHGAP27,ARHGAP28,ARHGAP29,ARHGAP30,ARHGAP31,ARHGAP32,ARHGAP33,ARHGAP35,ARHGAP36,ARHGAP39,ARHGAP4,ARHGAP40,ARHGAP42,ARHGAP44,ARHGAP5,ARHGAP6,ARHGAP8,ARHGAP9,ARHGDIA,ARHGDIB,ARHGDIG,ARHGEF1,ARHGEF10,ARHGEF10L,ARHGEF11,ARHGEF12,ARHGEF15,ARHGEF16,ARHGEF17,ARHGEF18,ARHGEF19,ARHGEF2,ARHGEF26,ARHGEF3,ARHGEF33,ARHGEF35,ARHGEF37,ARHGEF38,ARHGEF39,ARHGEF4,ARHGEF40,ARHGEF5,ARHGEF6,ARHGEF7,ARHGEF9,BCR,CDC42,CHN1,CHN2,DEPDC1B,DEPDC7,DLC1,ECT2,FAM13A,FAM13B,FGD1,FGD2,FGD3,FGD4,GDI1,GDI2,GMIP,GNA13,INPP5B,ITSN1,KALRN,MCF2,MCF2L,MYO9A,MYO9B,NET1,NGEF,OBSCN,OCRL,OPHN1,PIK3R2,PLEKHG2,PLEKHG5,PREX1,RAC1,RAC2,RAC3,RACGAP1,RALBP1,RASGRF2,RHOA,RHOB,RHOBTB1,RHOBTB2,RHOC,RHOD,RHOF,RHOG,RHOH,RHOJ,RHOQ,RHOT1,RHOT2,RHOU,RHOV,SOS1,SOS2,SRGAP1,SRGAP2,SRGAP3,STARD13,STARD8,SYDE1,SYDE2,TAGAP,TIAM1,TIAM2,TRIO,TRIP10,VAV1,VAV2,VAV3
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX	AMER1,APC,AXIN1,AXIN2,BTRC,CSNK1A1,CTBP1,CTBP2,CTNNB1,CUL1,FRAT1,FRAT2,GSK3B,HDAC1,LEF1,MYC,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMA8,PSMB1,PSMB10,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,RBX1,RPS27A,SEM1,SKP1,TCF7,TCF7L1,TCF7L2,TLE1,TLE2,TLE3,TLE4,TLE5,UBA52,UBB,UBC,ZRANB1
REACTOME_RHO_GTPASE_EFFECTORS	ABI1,ABI2,ABL1,ACTB,ACTG1,ACTR2,ACTR3,AHCTF1,AR,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,AURKB,B9D2,BAIAP2,BIRC5,BRK1,BTK,BUB1,BUB1B,BUB3,CALM1,CDC20,CDC25C,CDC42,CDCA8,CDH1,CDKN1B,CENPA,CENPC,CENPE,CENPF,CENPH,CENPI,CENPK,CENPL,CENPM,CENPN,CENPO,CENPP,CENPQ,CENPS,CENPT,CENPU,CFL1,CFTR,CIT,CKAP5,CLASP1,CLASP2,CLIP1,CTNNA1,CTNNB1,CTTN,CYBA,CYBB,CYFIP1,CYFIP2,DAAM1,DIAPH1,DIAPH2,DIAPH3,DLG4,DSN1,DVL1,DVL2,DVL3,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI1,DYNC1LI2,DYNLL1,DYNLL2,ERCC6L,EVL,FLNA,FMNL1,FMNL2,FMNL3,GOPC,GRB2,H2AB1,H2AC14,H2AC18,H2AC19,H2AC20,H2AC4,H2AC6,H2AC7,H2AC8,H2AJ,H2AX,H2AZ1,H2AZ2,H2BC1,H2BC10,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC3,H2BC4,H2BC5,H2BC6,H2BC7,H2BC8,H2BC9,H2BS1,H2BU1,H3-3A,H3-3B,H3C1,H3C10,H3C11,H3C12,H3C13,H3C14,H3C15,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H4-16,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,INCENP,IQGAP1,IQGAP2,IQGAP3,ITGB1,ITGB3BP,KDM1A,KDM4C,KIF14,KIF18A,KIF2A,KIF2B,KIF2C,KIF5A,KIF5B,KLC1,KLC2,KLC3,KLC4,KLK2,KLK3,KNL1,KNTC1,KTN1,LIMK1,LIMK2,LIN7B,MAD1L1,MAD2L1,MAPK1,MAPK11,MAPK14,MAPK3,MAPRE1,MEN1,MIS12,MRTFA,MYH10,MYH11,MYH14,MYH9,MYL12B,MYL6,MYL9,MYLK,NCF1,NCF2,NCF4,NCK1,NCKAP1,NCKAP1L,NCKIPSD,NCOA2,NDC80,NDE1,NDEL1,NF2,NOX1,NOX3,NOXA1,NOXO1,NSL1,NUDC,NUF2,NUP107,NUP133,NUP160,NUP37,NUP43,NUP85,NUP98,PAFAH1B1,PAK1,PAK2,PAK3,PDPK1,PFN1,PFN2,PIK3C3,PIK3R4,PIN1,PKN1,PKN2,PKN3,PLK1,PMF1,PPP1CB,PPP1CC,PPP1R12A,PPP1R12B,PPP1R14A,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PRC1,PRKCA,PRKCB,PRKCD,PRKCZ,PTK2,RAC1,RAC2,RANBP2,RANGAP1,RCC2,RHOA,RHOB,RHOC,RHOD,RHOG,RHOQ,RHPN1,RHPN2,ROCK1,ROCK2,ROPN1,RPS27,RTKN,S100A8,S100A9,SCAI,SEC13,SEH1L,SFN,SGO1,SGO2,SKA1,SKA2,SPC24,SPC25,SPDL1,SRC,SRF,SRGAP2,TAOK1,TAX1BP3,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA4B,TUBA8,TUBAL3,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8,TUBB8B,WAS,WASF1,WASF2,WASF3,WASL,WIPF1,WIPF2,WIPF3,XPO1,YWHAB,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ,ZW10,ZWILCH,ZWINT
REACTOME_METABOLISM_OF_STEROID_HORMONES	AKR1B1,AKR1B15,CGA,CYP11A1,CYP11B1,CYP11B2,CYP17A1,CYP19A1,CYP21A2,FDX1,FDX2,FDXR,HSD11B1,HSD11B2,HSD17B1,HSD17B11,HSD17B12,HSD17B14,HSD17B2,HSD17B3,HSD3B1,HSD3B2,LHB,POMC,SERPINA6,SRD5A1,SRD5A2,SRD5A3,STAR,STARD3,STARD3NL,STARD4,STARD6,TSPO,TSPOAP1
REACTOME_PREGNENOLONE_BIOSYNTHESIS	AKR1B1,CYP11A1,FDX1,FDX2,FDXR,STAR,STARD3,STARD3NL,STARD4,STARD6,TSPO,TSPOAP1
REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE	AMER1,APC,AXIN1,CSNK1A1,CTNNB1,FRAT1,FRAT2,GSK3B,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM	ABCC1,ABCD4,AMN,CBLIF,CD320,CTRB1,CTRB2,CTRC,CUBN,LMBRD1,MMAA,MMAB,MMACHC,MMADHC,MMUT,MTR,MTRR,PRSS1,PRSS3,TCN1,TCN2
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES	ALDH1L1,ALDH1L2,DHFR,DHFR2,FOLR2,FPGS,MTHFD1,MTHFD1L,MTHFD2,MTHFD2L,MTHFR,MTHFS,SHMT1,SHMT2,SLC19A1,SLC25A32,SLC46A1
REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM	ACACA,ACACB,BTD,HLCS,MCCC1,MCCC2,PC,PCCA,PCCB,PDZD11,SLC5A6
REACTOME_COENZYME_A_BIOSYNTHESIS	COASY,PANK1,PANK2,PANK3,PANK4,PPCDC,PPCS,SLC25A16
REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM	CUBN,CYP24A1,CYP27B1,CYP2R1,GC,LGMN,LRP2,PIAS4,SUMO2,UBE2I,VDR
REACTOME_NICOTINATE_METABOLISM	BST1,CD38,CYP8B1,NADK,NADK2,NADSYN1,NAMPT,NAPRT,NAXD,NAXE,NMNAT1,NMNAT2,NMNAT3,NMRK1,NMRK2,NNMT,NT5E,NUDT12,PARP10,PARP14,PARP16,PARP4,PARP6,PARP8,PARP9,PTGIS,PTGS2,QPRT,RNLS,SLC22A13,SLC5A8
REACTOME_VITAMIN_B1_THIAMIN_METABOLISM	SLC19A2,SLC19A3,SLC25A19,THTPA,TPK1
REACTOME_VITAMIN_C_ASCORBATE_METABOLISM	CYB5A,CYB5R3,GSTO1,GSTO2,SLC23A1,SLC23A2,SLC2A1,SLC2A3
REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM	ACP5,ENPP1,FLAD1,RFK,SLC52A1,SLC52A2,SLC52A3
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	AASDHPPT,ABCC1,ABCD4,ACACA,ACACB,ACP5,ALDH1L1,ALDH1L2,AMN,AOX1,BST1,BTD,CBLIF,CD320,CD38,COASY,CTRB1,CTRB2,CTRC,CUBN,CYB5A,CYB5R3,CYP8B1,DHFR,DHFR2,ENPP1,ENPP2,ENPP3,FASN,FLAD1,FOLR2,FPGS,GPHN,GSTO1,GSTO2,HLCS,LMBRD1,MCCC1,MCCC2,MMAA,MMAB,MMACHC,MMADHC,MMUT,MOCOS,MOCS1,MOCS2,MOCS3,MTHFD1,MTHFD1L,MTHFD2,MTHFD2L,MTHFR,MTHFS,MTR,MTRR,NADK,NADK2,NADSYN1,NAMPT,NAPRT,NAXD,NAXE,NFS1,NMNAT1,NMNAT2,NMNAT3,NMRK1,NMRK2,NNMT,NT5E,NUDT12,PANK1,PANK2,PANK3,PANK4,PARP10,PARP14,PARP16,PARP4,PARP6,PARP8,PARP9,PC,PCCA,PCCB,PDXK,PDZD11,PNPO,PPCDC,PPCS,PRSS1,PRSS3,PTGIS,PTGS2,QPRT,RFK,RNLS,SHMT1,SHMT2,SLC19A1,SLC19A2,SLC19A3,SLC22A13,SLC23A1,SLC23A2,SLC25A16,SLC25A19,SLC25A32,SLC2A1,SLC2A3,SLC46A1,SLC52A1,SLC52A2,SLC52A3,SLC5A6,SLC5A8,TCN1,TCN2,THTPA,TPK1,VNN1,VNN2
REACTOME_NICOTINAMIDE_SALVAGING	CYP8B1,NAMPT,NAPRT,NAXD,NAXE,NNMT,NUDT12,PARP10,PARP14,PARP16,PARP4,PARP6,PARP8,PARP9,PTGIS,PTGS2,RNLS,SLC22A13,SLC5A8
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS	AKT1,AKT2,AKT3,CREB1,FOXO1,FOXO3,FOXO4,FOXO6,NR4A1,RPS6KB2
REACTOME_CREB_PHOSPHORYLATION	ATF1,CREB1,MAPKAPK2,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA5
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	AC020929.1,ACTR10,ACTR1A,ANK1,ANK2,ANK3,ANKRD28,ARCN1,AREG,ARF1,ARF3,ARF4,ARF5,ARFGAP1,ARFGAP2,ARFGAP3,BET1,BET1L,CAPZA1,CAPZA2,CAPZA3,CAPZB,CD55,CD59,CNIH1,CNIH2,CNIH3,COG1,COG2,COG3,COG4,COG5,COG6,COG7,COG8,COL7A1,COPA,COPB1,COPB2,COPE,COPG1,COPG2,COPZ1,COPZ2,CSNK1D,CTSC,CTSZ,DCTN1,DCTN2,DCTN3,DCTN4,DCTN5,DCTN6,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI1,DYNC1LI2,DYNLL1,DYNLL2,F5,F8,FOLR1,GBF1,GOLGA2,GOLGB1,GORASP1,GOSR1,GOSR2,GRIA1,INS,KDELR1,KDELR2,KDELR3,LMAN1,LMAN1L,LMAN2,LMAN2L,MCFD2,MIA2,MIA3,NAPA,NAPB,NAPG,NSF,PPP6C,PPP6R1,PPP6R3,PREB,RAB1A,RAB1B,SAR1B,SCFD1,SEC13,SEC16A,SEC16B,SEC22A,SEC22B,SEC22C,SEC23A,SEC23IP,SEC24A,SEC24B,SEC24C,SEC24D,SEC31A,SERPINA1,SPTA1,SPTAN1,SPTB,SPTBN1,SPTBN2,SPTBN5,STX17,STX5,TBC1D20,TFG,TGFA,TMED10,TMED2,TMED3,TMED7,TMED9,TMEM115,TRAPPC1,TRAPPC10,TRAPPC2,TRAPPC2L,TRAPPC3,TRAPPC4,TRAPPC5,TRAPPC6A,TRAPPC6B,TRAPPC9,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA4B,TUBA8,TUBAL3,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8,TUBB8B,USO1,YKT6
REACTOME_CARNITINE_METABOLISM	ACACA,ACACB,CPT1A,CPT1B,CPT2,MID1IP1,PPARD,PRKAA2,PRKAB2,PRKAG2,RXRA,SLC22A5,SLC25A20,THRSP
